index,username,tweet_id,tweet_text,translated_text,org_step_1,org_step_2,relevant,category,query,datetime_of_tweet,datetime_of_query,link,mentioned_location,location,image,Chadchad
1333,yoyoiamsooo,1.71E+18,ซอยแถวบ้านได้พื้นที่ทางเท้าคืนแล้วดีใจมากกก กทม มาติดป้ายห้ามจริงจังเลยปรบมือค่ะ เลิศ,"The alley near my house has regained its sidewalk space and I'm so happy. Bangkok has come to put up signs prohibiting it. Seriously, I applaud. Excellent.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 7:15:47,2024-02-20 22:52:41,https://twitter.com/yoyoiamsooo/status/1705843454449013215,,,[],no
1335,CTarta_B,1.71E+18,อยู่ต่างประเทศใช้รถสาธารณะมันรู้สึกสะดวกสบาย ไม่รู้สึกเป็นประชากรชั้นสอง ทางเดินมีเชื่อมต่อได้ทุกจุด ข้ามถนนมีความปลอดภัย หันกลับมาดูที่ไทย ต้องเผื่อเวลาเท่าไหร่กว่าจะไปถึงจุดหมาย ไม่ใช่แค่ในกรุงเทพนะ ต่างจังหวัดก็เช่นกัน ขนส่งสาธารณะเข้าไม่ถึง,"Being abroad, using public transportation is comfortable. Don't feel like a second class citizen. The walkway has connections at every point. Crossing the road is safe. Turn back and look at Thailand. How much time do I have to allow to reach my destination? Not just in Bangkok Other provinces are the same. Public transportation is inaccessible.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 5:36:59,2024-02-20 22:52:41,https://twitter.com/CTarta_B/status/1705818593353707778,,,[],no
1336,may302520,1.71E+18,กทม ปูพื้นถนนคุณภาพห่วยค่ะ ไม่นานก็แตก หลุดร่อน กระดก เพราะนอกจากคนเดิน เจอ จยย ขี่ขึ้นฟุตบาท รถเข็นขายของด้วย มีแต่ทางเท้าแถวสถานที่ราชการ ไม่ค่อยมีบ้านคน ที่สภาพดีนาน,"Bangkok's road pavement is of poor quality. Soon it cracks, falls off, and shakes because other than pedestrians, it encounters motorbikes riding on the sidewalk. Shopping cart with There are only sidewalks near government buildings. Rarely do people's houses stay in good condition for a long time.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 4:42:43,2024-02-20 22:52:41,https://twitter.com/may302520/status/1705804935827472518,,,[],no
1337,jhhxxx,1.71E+18,แต่ตอนนี้ทางเท้าใหม่คือดีมากกกเขาทำใหม่หมดทั้งแถบ ไม่ผิดหวังที่เลือกชัชชาติมาอะ,But now the new sidewalk is very good. He redid the whole strip. You won't be disappointed in choosing Chatchat.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 3:43:47,2024-02-20 22:52:41,https://twitter.com/jhhxxx/status/1705790103162085674,,,[],no
1338,_fu2kim,1.71E+18,Car free day ของชัชชาติดีมากเลยอะ คืออย่างน้อยคนทำงานก็ได้สัมผัสปัญหาของปชชจริงๆ ไม่ได้นั่งเทียน ละเจอเยอะมาก ทั้งน้ำขังทางเท้า ไฟทางเดิน การเดินทางหลายต่อ วิสัยทัศน์แกกว้างสุดลูกหูลูกตาจริงนะ,"Car free day from Chatchart is very good. That is, at least the working people get to experience real people's problems. Didn't get to sit with a candle and saw a lot, including water on the sidewalks, lights on the sidewalks, and many trips. Your vision is truly as wide as the eye can see.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 3:32:54,2024-02-20 22:52:41,https://twitter.com/_fu2kim/status/1705787363266580576,,,[],no
1339,taebammm,1.71E+18,ซอยเราเป็นทางเท้าหน้าตึกแถว (disclaim ก่อนว่าไม่ชัวร์ว่ามันเป็นทางเท้าส่วนบุคคลมั้ย แต่ก็คือมันติดถนนสาธารณะ) ยกระดับพื้น แถมด้วยกระเบื้องลื่น เวลาเดินนึกว่าปีนเขา พอฝนตกก็ลื่นเกิ้นนนน สุดท้ายได้ลงเดินบนถนน ถ้าเป็นส่วนทางเท้าของกทม.ก็รบกวนช่วยตรวจสอบหน่อยจ้า,"Our alley is a sidewalk in front of a shophouse (disclaimer first: I'm not sure if it's a private sidewalk or not. But it's next to a public road) Raising the floor level and adding slippery tiles. When walking, I think of climbing a mountain. When it rains, it's very slippery. Finally walked down the road. If it's a pedestrian part of Bangkok, please help check.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-24 3:26:01,2024-02-20 22:52:41,https://twitter.com/taebammm/status/1705785634005406205,,,[],no
1341,icherd,1.71E+18,ลดเลนถนนที่รถไฟฟ้าผ่าน เอามาขยายทางเท้าเลนจักรยาน เก็บค่าเอารถเข้าเขตเมืองชั้นในติดแท็กส่งบิลอัตโนมัติ เพิ่มภาษีน้ำมันปั๊มในกทม. กล้าทำป่ะหล่ะ,"Reduce road lanes through which the electric train passes. Use it to expand sidewalks and bicycle lanes. Collect the fee for taking the car into the inner city area, tag it and send the bill automatically. Increase tax on gas stations in Bangkok. Do you dare to do it?",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 17:04:30,2024-02-20 22:52:41,https://twitter.com/icherd/status/1705629224751759527,,,[],no
1342,kapus329,1.71E+18,แผนผังเมืองกทม.ห่วยจริงๆ การสร้างรถไฟฟ้าแต่ละสถานีรถไฟฟ้าเกี่ยวข้องกับนายทุนอสังหาฯขายคอนโดอีก เหมือนออกแบบจบแค่ชาวบ้านหาทางเข้าซอยเอง ไม่แก้ปัญหาฟุตบาทเดินไม่ได้  ฝนตกและมืดไม่มีขนส่งสาธารณะเป็นอันตรายแก่ผู้สัญจรทางเท้า เคยอ่านข่าวนานมาแล้วด.ญ.ถูกวินมอเตอร์ไซค์จี้จะฉุดไปข่มขืน,"Bangkok's city plan is really bad. Building each electric train station involves real estate investors selling condominiums. It's like the design is finished, just the villagers find their own way into the alley. It doesn't solve the problem of the sidewalk not being able to walk. Rainy and dark, no public transport, dangerous for pedestrians. I read the news a long time ago that a young girl was kidnapped and raped by a motorcycle taxi driver.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 14:53:42,2024-02-20 22:52:41,https://twitter.com/kapus329/status/1705596304687079505,,,[],no
1343,_eveningFERN,1.71E+18,ทางเท้าสภาพทุเรศ อากาศก็แย่ จริงๆนี่ชอบเดินมากๆ เดินทน ตามเมืองใหญ่ในยุโรป 3-4 ป้ายเมโทรเราก็เดินเอา แต่อยู่กทม.คือไม่ไหวเลย แล้วจากบ้านเข้าสยาม ขับรถถูกกว่ามากอะ ถ้ารถไม่ติด ขับดีๆหน่อยให้ประหยัดน้ำมัน ค่าใช้จ่ายไม่ถึงครึ่งของการนั่งสองแถวหรือรถเมล์ไปต่อรถไฟฟ้าเลย https://x.com/Offchainon/sta/Offchainon/status/1705499741147291843…,"The sidewalks are in terrible condition and the weather is terrible. Actually, I really like walking. I walk patiently in big cities in Europe. We walk 3-4 subway stops. But in Bangkok, I can't handle it at all. Then leave home and enter Siam. Driving is much cheaper. If there's no traffic jams, drive carefully to save on gas. The cost is less than half of taking a songthaew or a bus to connect to the skytrain. https://x.com/Offchainon/sta/Offchainon/status/1705499741147291843…",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 13:56:50,2024-02-20 22:52:41,https://twitter.com/_eveningFERN/status/1705581996540563742,สยาม,,[],no
1344,TWCapril1616,1.71E+18,ต่างจังหวัดก็ขาดแคลนนะ น่าจะเอางบไปลงเพื่อกระจายให้ทั่วถึง กทมความเจริญมันกระจุกแล้ว จะให้โรงพยาบาลต่างจังหวัด อาศัยนักวิ่งกับนักว่ายน้ำตลอดไป ก็ไม่ไหวนะ มันไม่ทันการณ์ จัดลำดับความสำคัญบ้าง รู้มั๊ยบางรพ ต่างจังหวัด คนไข้ล้นทะลัก นอนตรงทางเดินกันเยอะแยะ,Other provinces also have a shortage. The budget should be put down to distribute it evenly. Bangkok's prosperity is already concentrated. will be given to hospitals in other provinces Relying on runners and swimmers forever is not possible. It's not timely. Set priorities. Did you know that some hospitals in other provinces are overflowing with patients? A lot of people sleep in the corridor.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 13:36:34,2024-02-20 22:52:41,https://twitter.com/TWCapril1616/status/1705576894358528267,,,[],no
1345,vvallentina7,1.71E+18,เห็นชาวเกาหลีมาไทยทำคลิปไปสวนสาธาละนี่เขาว้าวเพื่อคอนเท้นปะ แบบประเทศเขาโคตรจะพื้นที่สีเขียวทางเท้าก็ดีโคตรๆ หันดูกรุงเทพ 5555555 สภาพอุบาดโคตร,I saw Koreans come to Thailand and make clips and go to public parks. Are they wow for the content? It's like a mountainous country. The green areas on the sidewalks are really nice. Turn to look at Bangkok. Haha. The conditions are really bad.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 12:58:59,2024-02-20 22:52:41,https://twitter.com/vvallentina7/status/1705567437327081552,,,[],no
1346,xxiwooq,1.71E+18,ฟุตบาทมอกุแม่เหมือนฟุตบาทกทม.อะ,The footpath of Ku Mae is like the footpath of Bangkok.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 11:18:31,2024-02-20 22:52:41,https://twitter.com/xxiwooq/status/1705542153852625021,,,[],no
1347,___tikitiki___,1.71E+18,เดิน 1 กิโลเมตร พร้อมแดดและทางเท้ากรุงเทพ บ่นจะเป็นจะตาย  ไม่ต้องทำคอนเท้นต์หรอก คนอื่นเค้าก็ทำกัน นี่ก็เดินวันละโลเหมือนกัน ก็ยังไม่ตายนะ,"Walk 1 kilometer with the sun and sidewalks in Bangkok Complain to death You don't have to make content. Other people also do it. Here, I walk a mile a day as well. Still not dead",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 10:48:21,2024-02-20 22:52:41,https://twitter.com/___tikitiki___/status/1705534563219607791,,,[],no
1348,may302520,1.71E+18,กทม.เนี่ย ขนส่งไม่พร้อม เจอรถติดก็คำนวณเวลาเดินทางยากละ ฝนตกหนักทีไม่ต้องไปไหน บางเส้นทางรถเมลไม่มี ยิ่งถนนตัดใหม่กว้างขวางแต่ไม่มีรถสาธารณะ มีแต่แทกซี่/วิน จยย ที่ต้นถนนเท่านั้น จะเดินแทน แต่ฟุตบาททางเท้าไม่พร้อม อากาศ มลภาวะ แดดร้อนไม่พร้อม เลนจักรยานไม่มี รถส่วนตัวสบายสุดละ,"Bangkok's transportation is not ready. If you encounter a traffic jam, it's difficult to calculate the travel time. It's raining heavily so you don't have to go anywhere. Some bus routes are not available. The newly cut road is wide but there is no public transportation. There are only taxis/motorcycles at the beginning of the road. We will walk instead, but the sidewalks are not ready. The air, pollution, and hot sun are not ready. There are no bicycle lanes. Private cars are the most comfortable.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 8:40:10,2024-02-20 22:52:41,https://twitter.com/may302520/status/1705502302126428366,,,[],no
1349,may302520,1.71E+18,กทม.เนี่ย ขนส่งไม่พร้อม เจอรถติดก็แหงก บางเส้นทางรถเมลไม่มี ยิ่งถนนตัดใหม่กว้างขวางแต่ไม่มีรถสาธารณะสักที มีแต่แทกซี่/วิน จยย ที่ต้นถนนเท่านั้น จะเดินแทน แต่ฟุตบาททางเท้าไม่พร้อม อากาศ มลภาวะ แดดร้อนไม่พร้อม เลนจักรยานไม่มี รถส่วนตัวสบายสุดละ,"Bangkok's transportation is not ready. Encountered a traffic jam and was paralyzed. Some bus routes are not available. The newly cut road is even wider, but there are no public vehicles at all. There are only taxis/motorcycles at the beginning of the road. We will walk instead, but the sidewalks are not ready. The air, pollution, and hot sun are not ready. There are no bicycle lanes. Private cars are the most comfortable.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 7:57:42,2024-02-20 22:52:41,https://twitter.com/may302520/status/1705491616671441260,,,[],no
1350,wibul_10,1.71E+18,ระบบขนส่งมวลชนใน กทม ถนน และ ทางเท้า ไม่ได้ออกแบบมาให้ ปชช ส่วนใหญ่ มาใช้ ดังนั้น การรณรงค์ มันจึงล้มเหลวไม่เป็นท่า,"Bangkok's mass transit system, roads and sidewalks were not designed to be used by the majority of citizens, so the campaign failed miserably.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 4:04:00,2024-02-20 22:52:41,https://twitter.com/wibul_10/status/1705432803381506538,,,[],no
1351,OakkyVerse,1.71E+18,ปัญหาทางเท้าในกทม.เท่าที่สังเกต เวลามีการวางสายสื่อสารใหม่แล้ว NT ซ่อมทางเท้า แม่งซ่อมได้ชุ่ยมาก เทปูนแล้ววาดเป็นลายร่องกระเบื้อง แล้วคือทำแบบนี้ทุกที่ กลายเป็นว่าทางเท้าตรงส่วนนั้นกลายเป็นส่วนรับผิดชอบของ NT ไปเลย,"Sidewalk problems in Bangkok as observed When new communication lines were laid, NT repaired the sidewalks and they did a very sloppy job of repairing them. Pour cement and draw tile grooves. And it's like doing this everywhere. It turned out that that part of the sidewalk became NT's responsibility.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-23 1:30:14,2024-02-20 22:52:41,https://twitter.com/OakkyVerse/status/1705394108595130482,,,[],no
1355,vnomenon,1.71E+18,"จะไปซื้อหนมฟู้ดแลนด์ เลยไม่กล้าไปเลย 
กลัวโดนไฟดูดตายบนทางเท้า
@chadchart_trip
#ชัชชาติ
#กทม","I'm going to buy foodland snacks. So I didn't dare to go.
Afraid of being electrocuted to death on the sidewalk
@chadchart_trip
#Chatchart
#Bangkok",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 13:44:58,2024-02-20 22:52:41,https://twitter.com/vnomenon/status/1705216619788820554,,,[],no
1359,taceuqniu_,1.71E+18,เราโดนความเหี้ยของฟุตบาทกรุงเทพเล่นแล้วค่ะ,We've been hit by the stupidity of the Bangkok footpath.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 12:29:21,2024-02-20 22:52:41,https://twitter.com/taceuqniu_/status/1705197592601358648,,,[],no
1360,aHandfulOfStarZ,1.71E+18,"ทางเท้าทางข้ามทุกคนใช้ได้ปลอดภัย วาซั่น 

ผายมือให้ประชาชนชาวกรุงฯ
ดูความเละเทะของฟุตบาทกทม. ตั้งแต่ชัชชาติได้เป็นผู้ว่าฯ","Pedestrian crossings are safe for everyone to use. Wasan

Open your hands to the people of Bangkok.
Look at the mess of the sidewalk in Bangkok. Since Chatchat became governor",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 11:33:07,2024-02-20 22:52:41,https://twitter.com/aHandfulOfStarZ/status/1705183440465797523,,,['https://pbs.twimg.com/media/F6njHAdb0AAV6Ay?format=jpg&name=small'],no
1361,AunnerK,1.71E+18,ชอบมากที่อ.ชัชชาติให้ผู้บริหารเดินทางมาทำงานโดยห้ามใช้รถยนต์ส่วนตัว บางคนมารถเมล์ บางคนปั่นจักรยาน บางคนขึ้นรถไฟฟ้า เชื่อว่าเขาน่าจะได้เห็นชีวิตการเดินทางของคนกทม. จริงๆ ทางเท้า น้ำขัง น่าจะเข้าใจปัญหามากขึ้น เป็นไอเดียที่ดีมากเลย,"I really like that Achan Chatchat allows executives to travel to work without using personal cars. Some people come by bus. Some people ride bicycles Some people take the train I believe he should have seen the traveling life of Bangkok people. Really, waterlogged sidewalks should make the problem more understandable. It's a very good idea.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 11:30:58,2024-02-20 22:52:41,https://twitter.com/AunnerK/status/1705182899316957630,,,[],no
1362,bjinanie_yanzm,1.71E+18,ก็ไม่เข้าใจคนขับแมงกะไซกทมที่ชอบขับขึ้นฟุตบาทมากๆ คือรอไม่ได้เบ๋อ ทำไมต้องขับขึ้นฟุตบาท สงสารคนทางเท้าบ้างเถอะค่า,"I don't understand the Bangkok manga drivers who like to drive up the sidewalk a lot. I mean, I can't wait. Why do you have to drive onto the sidewalk? Please feel sorry for the pedestrians.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 11:26:54,2024-02-20 22:52:41,https://twitter.com/bjinanie_yanzm/status/1705181877018177815,,,[],no
1364,yo83489145,1.71E+18,"นี่แหละ สาเหตุที่ไม่อยากอยู่ในกทม รถไฟแย่งกันใช้ ถนนแย่งกันใช้ ฟุตบาทแย่งกันใช้ ถ้ามันโล่งๆมีคนน้อยปัญหามันจะลดไปเยอะ
พอแย่งกันก็หัวร้อนง่าย ใครไม่ตามกฏนิดเดียวโดนสาปยันโคตรเหง้า ชอบอยู่ชนบทตรงที่ ทำผิดบ้างทำถูกบ้างก็ไม่มีใครเพ่งเล็งเพราะไม่มีใครเดือดร้อน  ที่ทางมีเยอะ","This is the reason why I don't want to live in Bangkok. Trains compete for use The road is fought over. Footpath scrambled to use If it were open and there were few people, the problems would be greatly reduced.
When they compete with each other, they easily get upset. Anyone who doesn't follow the rules even a little bit will be severely cursed. I like living in the countryside. Do some wrong things, do some right things, and no one will focus on you because no one will be in trouble. There are many paths.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 5:05:15,2024-02-20 22:52:41,https://twitter.com/yo83489145/status/1705085829973164153,,,[],no
1365,SPRiNGNEWS_TH,1.71E+18,"ผู้บริหาร กทม. คึกคัก Car Free Day วันแรก 
.
ผู้ว่าฯ ชัชชาติ นำทีม ร่วมสัมผัสปัญหาการเดินทางโดยระบบสาธารณะ จะได้แก้ปัญหาให้ตรงจุด โดยลดการใช้รถยนต์
.
วันนี้ก็จะเห็นปัญหาที่แท้จริงเลย เช่น น้ำขังตรงไหน ฟุตบาทเป็นหลุมเป็นบ่อที่ไหน ไฟดับตรงไหน ทางม้าลายข้ามยากอย่างไร…","Bangkok executives are bustling with Car Free Day on the first day.
.
Governor Chatchat led the team to experience the problems of traveling by public systems. will solve the problem directly. By reducing the use of cars
.
Today we will see the real problems, such as where water is stagnant, where there are potholes on the sidewalk, where there is a power outage, how difficult a zebra crossing is to cross...",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-22 4:42:10,2024-02-20 22:52:41,https://twitter.com/SPRiNGNEWS_TH/status/1705080022099509361,,,['https://pbs.twimg.com/media/F6mpKCMaMAAaeLw?format=jpg&name=small'],no
1367,bornorjo0d,1.71E+18,"ศรีนครินทร์ขาเข้า ยังมีน้ำท่วมอยู่นะคะ บางช่วงท่วมเลยฟุตบาทอยู่
ส่วนขาออก ยังมีน้ำท่วมเป็นช่วงๆค่ะ @js100radio","Srinakarin inbound There is still flooding. In some parts, the water was flooding past the footpath.
As for the outbound route, there is still flooding from time to time. @js100radio",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""วงเวียนเล็ก"" OR ""วงเวียนใหญ่"" OR ""วงแหวนอุตสาหกรรม"" OR ""วชิรธรรมสาธิต"" OR ""วรจักร"" OR ""วังหลัง"" OR ""วัชรพล"" OR ""วัฒนธรรม"" OR ""วิทยุ"" OR ""วิภาวดีรังสิต"" OR ""วิสุทธิกษัตริย์"" OR ""วุฒากาศ"" OR ""ศรีนครินทร์"" OR ""ศรีนครินทร์-ร่มเกล้า"" OR ""ศรีอยุธยา"")",2023-09-22 0:45:04,2024-02-20 21:47:20,https://twitter.com/bornorjo0d/status/1705020354568315260,ศรีนครินทร์,,['https://pbs.twimg.com/media/F6ly-NubIAE9sog?format=jpg&name=small'],no
1369,siamedition,1.70E+18,"ปั้มน้ำไม่สามารถทำงานได้......คือก่อนที่ฝนจะตก กรมอุตุเขาก็ประกาศล่วงหน้ามิใช่หรือ?.... แล้วจนท.กทมก็ควรจะไปตรวจสอบความพร้อมเพรียงที่จะมีความเชื่อมั่นว่า ถึงเวลาทุกอย่างจะทำงาน ทางเดินน้ำทุกแห่งมีการเก็บกวาดสิ่งที่จะมากีดขวางทางระบายน้ำ ใช่มะ?
หรือแค่รอผู้ว่ามารอแก้ตัวตามปกติ","The water pump couldn't work......that was before it rained. Didn't the Meteorological Department announce it in advance?.... Then the Bangkok officials should go and check the readiness to have confidence that It's time for everything to work. Every waterway has to clean up anything that might block the drainage, right?
Or just wait for the governor to come and make his usual excuse.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 19:07:58,2024-02-20 22:52:41,https://twitter.com/siamedition/status/1704935517635391940,,,[],no
1372,PTirasai,1.70E+18,"อ่ะ ผลงาน ท่านผู้ว่ากทม.ท่านชัชชาติ
ซอยบ้านฉัน
ครั้งแรกราว16เดือนที่ผ่านมา 
ฝนตกแบบนี้ มองหาฟุตบาทไม่เจอ น้ำท่วมอย่างกับแม่น้ำ
ตอนนี้ ไม่มีน้ำท่วมรอระบายเหมือนก่อนเลย
นี่สิ คนทำงาน","Ah, the work of the Governor of Bangkok, Mr. Chatchat.
My house alley
The first time was about 16 months ago.
It's raining like this. I can't find the footpath. Flooding like a river
Now there is no flood waiting to be drained like before.
This is a working person.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 15:15:58,2024-02-20 22:52:41,https://twitter.com/PTirasai/status/1704877134513365348,,,[],no
1375,thejellyest,1.70E+18,มึงมีวันที่ดีแค่ไหนถ้าเป็นพนงออฟฟิศต๊อกต๋อยแล้วกทมฝนตกก็พังหมด รถอะไรก็หายาก รอเป็นชม ทางเดินก็เหี้ย,"How good of a day would you have if you were a shopkeeper and it rained in Bangkok and it ruined everything? Any kind of car is hard to find, you have to wait for hours, the road is terrible.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 14:08:58,2024-02-20 22:52:41,https://twitter.com/thejellyest/status/1704860273499345286,,,[],no
1376,Monzekun,1.70E+18,ทรอยซีวานวิ่งบนฟุตบาทกรุงเทพจริงหรอๅ,Is it true that Troy Sivan ran on the sidewalk in Bangkok?,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 13:27:45,2024-02-20 22:52:41,https://twitter.com/Monzekun/status/1704849900989784391,,,[],no
1377,Trux_xx,1.70E+18,ถึงผู้ใช้ทางเท้าและจักรยาน ชั้นทำเต็มที่แล้วแต่ลูกค้าไม่ยอม   ถ้าจะด่าด่ากทม.นะ,To pedestrians and bicycle users I did my best but the customer refused. If you want to curse Bangkok.,,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 13:26:12,2024-02-20 22:52:41,https://twitter.com/Trux_xx/status/1704849508516200771,,,[],no
1378,YUkuhamaLana,1.70E+18,ฝนวันนี้ตกหนักลมแรงมากจริงๆ ปกติไม่ได้สัมผัสความทะเลกรุงเทพ แต่วันนี้ ซัดมาเรื่อยๆ ลงไปเดินล่าง ฟุตบาทก็จะครึ่งน่องละจ้า,"It's raining heavily today and the wind is really strong. Normally, I don't get to experience the sea in Bangkok, but today it's lapping continuously. As I walked downstairs, the footpath was about half my calf.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 13:21:28,2024-02-20 22:52:41,https://twitter.com/YUkuhamaLana/status/1704848317958795293,,,[],no
1379,slumbrousA,1.70E+18,แบริ่งทะเลกรุงเทพมาก มิดฟุตบาท,"Bering Sea, Bangkok, very middle of the footpath.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 12:58:54,2024-02-20 22:52:41,https://twitter.com/slumbrousA/status/1704842641693982964,,,[],no
1380,imy_miyu,1.70E+18,จะร้องไห้ทุกครั้งที่ฝนตก บีพัง ต้องต่อสู้กับคนบนชานชาลา ทางเดินที่เดินๆไปน้ำขังจะระเบิดมาเลาะตอนไหนไม่รู้ หารถกลับบ้านก็ไม่ได้ กรุงเทพชีวิตๆดีที่ลงตัวจริงๆ,"She cries every time it rains. Bee breaks down and has to fight with people on the platform. I don't know when the walkway that I walk along will be filled with water. Can't find a car to go home. Bangkok, good life, really perfect.",,,FALSE,ทางเท้า,"(""ทางเท้า"" OR ""ทางเดิน"" OR ""ฟุตบาท"") AND (""กรุงเทพ"" OR ""กทม"" OR ""ชัชชาติ"")",2023-09-21 12:50:35,2024-02-20 22:52:41,https://twitter.com/imy_miyu/status/1704840549080174984,,,[],no
